,Unnamed: 0,author_id,text
112,2013-04-05 15:49:28.132575234,1346506400252518400,"dagkrmoen: we practice and practice, hedvig at 5 years will be the new marenlundby fishbone up k-10 and full speed out again norskijump # skijumpin…"
113,2013-04-05 16:30:12.229066758,1116977448300761088,"sjakhaaheim: completely hopeless, if the government allows Russians to buy bergen engines, which maintain Norwegian naval vessels. heeelt"
114,2013-04-05 17:48:30.013071364,334309820,"Hitler was responsible for about 10,000 deaths of Norwegians in 5 years. tegnell is responsible for 13,000 deaths of Swedes in 1 year."
115,2013-04-05 18:12:02.268852224,1327982983341608966,"thomas_kjosnes: by forcing young people who do not want help into drug treatment or into contracts they do not want to enter into, which"
116,2013-04-05 19:25:02.023933952,21281102,"kiheger the slightly fat thing at the bottom makes the logo popular, big n serious. the one on the right just snuck into a slightly inaccurate crop."
117,2013-04-05 19:35:53.206464513,1252127025533530112,lektorkindberg government this proves that the current government destroys welfare benefits that the labor party has introduced - I am ashamed when we see again that only the rich should be subsidized. so the people do not vote for #parties that are currently in government.
118,2013-04-05 19:43:07.841175554,1252127025533530112,replacement: why are there no other &quot;cars&quot; like the ice cream truck? where is the waffle car? the cinnamon bun car? I think it&#39;s a big untapped
119,2013-04-05 20:11:03.713140738,1619767424,geirgabrielsen littufink perhaps the Storting at this week&#39;s pole quarter suggested hie ulstein what the daily newspaper leader would look like.
120,2013-04-05 20:56:51.930165250,747287340,believes the Minister of Defense takes the sale of Bergen engines too lightly
121,2013-04-05 21:00:06.038306821,747287340,"bmoxnes: from day one, red has warned that housing sharks can enrich themselves on crisis support - for deaf ears in the Storting. now I hope"
122,2013-04-05 21:22:36.058943489,1187388616001163264,esgya just that I wonder too.
123,2013-04-05 21:25:28.788824065,1187388616001163264,"sirimietinen wow, it was early siri, but good morning to you 😻"
124,2013-04-05 21:27:36.207577088,1187388616001163264,wasimzahid: anyone want some nice news? Figures from Scotland suggest that coronary vaccines reduce hospitalization by
125,2013-04-05 21:38:46.423814144,1252127025533530112,does this airline survive the year 2021 ??
126,2013-04-05 21:39:15.490283521,25977779,&quot;I know women who can&#39;t turn their backs and immigrants who drive straight ahead at traffic lights. should they also test themselves? ” The champion of revoking health certificates for the elderly can really argue.
127,2013-04-05 21:53:24.836782082,1187388616001163264,"Friday and it&#39;s raining so it&#39;s splashing. ludvigsen has tested the weather, and came back in fairly quickly. see the infection rates increase, and think, what now? the coffee is hot, the news is to be read and the day starts in the student lounge. good weekend 🥰🌧️🐈"
128,2013-04-05 22:54:03.395608578,1326441198404456449,10mill10ar what about income?
129,2013-04-05 22:58:53.016506368,1313775971296849921,vgnett there is another example of power-hungry men doing anything to be in their harem.
130,2013-04-05 23:10:50.083086336,1326860924486103042,"the amount of waste increased from 2018 to 2019, the annual waste accounts show. - we believe the growth in waste is due to the fact that norwegian policy does not have enough focus on preventing the production of waste, says the general manager of circular norway, leif nordhus."
131,2013-04-05 23:16:01.954717696,3178221399,"dhmyrdal kariekas is still not in control. lo members are still overwhelmingly left-wing, and with democratic funding, this mass would provide far more funding to red-greens than bourgeois ones. the bourgeois donors consist of a handful of individuals and would be insignificant."
132,2013-04-05 23:19:46.245181440,3022178259,"stianrodal oleaasheim just right. meant, of course, the first time a Norwegian team goes on in a knockout round since 2003. weak clarification on my part! sevilla led 3-0 after the first match?"
133,2013-04-05 23:39:29.445752834,877886524532109312,"&quot;if you vomit and poop at the same time, will there be a vacuum in your stomach then?&quot;"
134,2013-04-05 23:56:42.951622657,1252127025533530112,why are you opening norway more and more ??? Minister of Health bent high: - I am concerned about the high infection rates infection rates are rising both nationally and in the capital. the increase worries health minister bent high (h).
135,2013-04-05 23:57:41.835399174,3178221399,"petenice81 dhmyrdal kariekas billionaires and big industry do not need nho to donate to bourgeois parties, they do well themselves, and they give more than ever before. that they stopped donating through nho does not matter. a handful of sugar-rich individuals do not need to organize."
136,2013-04-06 00:08:46.565515265,1252127025533530112,is completely put off by what happens in the tv-studio press club (tv 2): siv jensen got a very special surprise on the live.
137,2013-04-06 00:16:09.903398912,124407750,can they not create a narcotics industry so the viewership figures become completely real? now they suddenly move the sport to nrk2 again
138,2013-04-06 00:18:00.557580288,296494341,download and reuse content from a good facebook live broadcast 📺
139,2013-04-06 00:45:05.472880642,124407750,"frodepleym kmfag siristaalesen vonknag bmoxnes it is actually completely absurd, left"
140,2013-04-06 00:46:56.911302656,1298885811509788673,&quot;Good health is more than just the absence of coronary heart disease.&quot; today&#39;s quote.
141,2013-04-06 00:53:30.337017857,23169528,bird protection: &quot;it is and will be irresponsible and extremely paradoxical that we should spend large sums on restoration at the same time as we chop
142,2013-04-06 01:10:19.813781508,3178221399,"sveinasleik knuthov VAT is not paid by companies, but the end user. companies just demand it. innbet. tax vs. received support is an interesting, but financially simplified way of looking at it. must be seen in light of how much value has gone through the company - but probably looks much worse then."
143,2013-04-06 01:22:49.281368066,1350448732043681794,"nordbyholtan sv_karin svparti innlandetsv yes, it is important to focus on quality with here we discussed structure! we wanted to ensure the construction of a new large municipal kindergarten in the city center in order to give children and employees a better everyday life, so that we get buildings that are modern and adapted to today&#39;s requirements. quality boost!"
144,2013-04-06 01:54:47.546314757,1215149156,this first and then you can right last podcast from the toresagen about long covid with henrikvogt afterwards. useful for healthcare professionals and everyone else.
145,2013-04-06 01:55:43.930322944,1325172194796859392,"katrineholter: police lawyers with a starting salary of 550-600,000 want to go away - preferably to the legal profession - to earn more money."
146,2013-04-06 02:08:32.645586944,1187388616001163264,"evaogzita yes, it seems like an uncertain time ahead. Hope most of us are vaccinated during the summer."
147,2013-04-06 02:17:04.463941637,976500002062299136,"olavtorvund: rich housing speculators and other rich people get money from the state, the poor, as students, are offered to borrow money."
148,2013-04-06 02:25:33.866278912,976500002062299136,kmfag: fossil cars use 10 gongs as much electricity as electric cars.
149,2013-04-06 02:26:30.682394629,124407750,martinfinne this is how boiled eggs should look like. at least not harder.
150,2013-04-06 02:49:47.041628161,1328497409253642240,"I do it for free, and I do it in Russian, and it&#39;s going to sound mildly threatening, and your enemies will wonder if they should have been scared or thank you for birthday congratulations."
151,2013-04-06 02:50:25.503387651,986599884341080066,tromsoil: tromsø il calls on nff to boycott world cup 2022! read the club&#39;s statement.
152,2013-04-06 02:51:33.979643904,494341616,"tromsoil mariusfla here you are good, tromsoil! hope other clubs follow up."
153,2013-04-06 02:55:41.250650113,1268304630720716806,"there are actually no words to describe how exhausted I am right now, damn it"
154,2013-04-06 02:57:39.555139585,1357054433784389636,"cracked the south either. I was looking forward to the battle between the Norwegian and Norwegian factions, and the guerrilla elements from the Norwegians and Norwegian supporters."
155,2013-04-06 03:06:01.584013319,1183787742,tromsoil: tromsø il calls on nff to boycott world cup 2022! read the club&#39;s statement.
156,2013-04-06 03:30:30.232104964,334309820,"was is like alcohol. a pleasure if used properly, but a hell if abused."
157,2013-04-06 03:37:04.282804224,1361002362425516034,"gets quite nauseous from the hypocrisy in the opposition to # wind power. where is the massive opposition to the rest of the meaningless destruction of Norwegian nature. skei and sjusjøen have trouble with water for new cabins. on a spoon, it is relevant to drain down mountain water"
158,2013-04-06 04:00:27.256528897,1298885811509788673,"we who are older than 18 need to be with our parents sometimes too, justice, benthhoyre. and our children miss their grandparents. why is this so difficult for you to understand?"
159,2013-04-06 04:07:15.089698818,1154931499625570304,"next time you see a blm protest, in the election year 2024."
160,2013-04-06 04:22:53.246427139,2721314405,heiabrann: eya til! here it&#39;s just to hang out on fire
161,2013-04-06 04:23:14.373160969,2721314405,tromsoil: tromsø il calls on nff to boycott world cup 2022! read the club&#39;s statement.
162,2013-04-06 04:23:43.787745283,941980603431505921,dagbnor kmfag I then remember heating a 50km pipeline once (deh) and realized the enormous energy consumption that was needed to prevent plugging from hydrates and wax.
163,2013-04-06 04:30:44.837191683,1320100460502634497,randybobandy500 can not discuss further. thanks for your reply. have a nice day .
164,2013-04-06 04:44:23.015899136,1326441198404456449,gjertm human rights and much more.
165,2013-04-06 04:48:23.697571840,39961857,estoknes: how much electricity did all the electric cars use last year ??? (hint: almost not measurable - only 0.4% of power production)
166,2013-04-06 04:51:42.977421312,1341789186135887872,2sporten: calls for Norwegian boycott of the World Cup:
167,2013-04-06 04:52:36.022767617,1341789186135887872,tromsoil: tromsø il calls on nff to boycott world cup 2022! read the club&#39;s statement.
168,2013-04-06 04:54:41.860284420,877886524532109312,camzilla__ my twittercrush is also my irl-crush
169,2013-04-06 04:56:03.443621891,1341789186135887872,tromsoil hans_vang tromsø ❤️
170,2013-04-06 05:00:52.687036418,877886524532109312,spicysocialist what the hell is this
171,2013-04-06 05:11:07.425259521,1298885811509788673,"ekravik &quot;we have been told not to cross municipalities&quot; does not quite agree. people go on cabin trips all the time. and celebrated Christmas with their family no matter where in the country they live. I believe that unnecessary travel should be avoided, anywhere in the island, and if people travel anyway, they must be quarantined."
172,2013-04-06 05:11:45.081655296,877886524532109312,spicysocialist right disturbing numbers for the center party 😳😳😳😳
173,2013-04-06 05:14:12.519882752,1182399145790902280,sondrehansmark: I think it matters who becomes prime minister after the election. it can quickly become vedum. he will lower
174,2013-04-06 05:16:36.443217922,1300676631246315521,nature youth: why should we not electrify the shelf? simply because it is an industry that accounts for huge emissions we
175,2013-04-06 05:23:04.160489483,45384955,kod24no tine_sa not play with my feelings that way 😭
176,2013-04-06 05:26:14.904799233,32339715,no research can show that &quot;drug contracts&quot; help young people
177,2013-04-06 05:43:30.038116352,1326441198404456449,boarntze gjertm does not have +. what is this about?
178,2013-04-06 05:56:38.697283587,1221539816610914307,resettno we are entitled to know I think. after serving her sentence we could deport her to pakistan she said before she was picked up. we&#39;ll see if that happens. a scandal that she was brought to Norway.
179,2013-04-06 05:59:46.333663233,1182399145790902280,"nnpf3 is starting to get so shit tired of their fucking propaganda. you do not help anyone by punishing. People who are struggling have no easier to change their lifestyle and heal mental wounds from being subjected to violence by the authorities. and those who do not struggle, you will not let me go. go to hell 🖕"
180,2013-04-06 06:02:00.693948417,838753427207380992,"glette mariushelgaa do you really think glette that an oil platform can be operated by wind turbines, then without blasting the gas turbines with jerks and jerks, which in addition increases CO2 emissions? operating oil platforms with hydropower from land is good for the environment but extremely expensive !!"
181,2013-04-06 06:07:17.657559042,1326441198404456449,boarntze gjertm yes completely agree. also a lot of corruption involved in the process that led to qatar got world cup. lille qatar
182,2013-04-06 06:12:45.899608071,1206217038533971969,"flash of light: this insight. this insight alone is enough to change norway, to save norway. enough for the alliance to take"
183,2013-04-06 06:17:43.837777920,1242934780360101889,"dskinlo there are many, but I remember especially when we spread the remnants of the snow over the asphalt so that the remnants would melt away. preferably in the scorching spring sun."
184,2013-04-06 06:17:48.384403458,1206217038533971969,"karinamowinckel: from 19. March 2020, covid-19 is no longer considered an infectious disease with major consequences. neil ferguson (som"
185,2013-04-06 06:33:36.070565891,1361002362425516034,nature conservation: many rivers regulated to death by hydropower. the number of wild salmon has been greatly reduced and the river mussels that used to be so numerous are
186,2013-04-06 06:36:57.950855170,1179056446337626113,tromsoil: tromsø il calls on nff to boycott world cup 2022! read the club&#39;s statement.
187,2013-04-06 06:45:49.029433344,849303039496392704,realkeeilertsen bdjup frp_no hoyre hoyretina norway is already the low-emission society that the eu envisages being in 2050.
188,2013-04-06 06:59:58.183006221,4048152814,"pentavolvo important question! you should be able to tell your manager in silence, so that he knows if it can affect the job, and together be able to have a plan, if you are #relatives"
